,EmployeeID,YearsExperience,Age,PerformanceScore,Salary,Department_HR,Department_Marketing,Department_Sales,EducationLevel_Bachelor,EducationLevel_High School,EducationLevel_Master,EducationLevel_PhD,Tenure_Years,YEAR,MONTH,DATE
225,629,0.14675335156242128,-0.04494923417198807,0.38383832965154874,0.878157281176083,0,0,0,0,0,1,0,-35.383983572895275,2061.0,8.0,2061-08-01
228,55,1.1535619675649489,-0.6905529770610531,-0.8053745991952161,0.7439257181980448,0,0,1,0,0,1,0,11.761806981519507,2014.0,6.0,2014-06-09
229,22,-0.1463244989862596,-0.7156249670761623,0.1628341570340084,-0.045911332900431076,1,0,0,1,0,0,0,0.0,,,
230,599,-0.3704428552881922,-0.09404854795157704,-0.3949382786197838,-0.6630988367788463,0,0,1,0,0,0,0,-32.91991786447639,2059.0,2.0,2059-02-13
231,174,0.43983120211110216,-0.18180051300446004,0.9100387406456926,0.1789944017438765,1,0,0,0,0,1,0,1.9876796714579055,2024.0,3.0,2024-03-18
232,402,-0.532497666768051,0.44499923737327307,-0.4475583197191985,-0.3226752158786097,0,0,1,1,0,0,0,-16.739219712525667,2042.0,12.0,2042-12-09
233,821,-0.4462982989596155,-0.25283781804726974,-0.6580384841168557,-0.299448541005859,0,0,1,0,1,0,0,-51.15400410677618,2077.0,5.0,2077-05-09
234,186,0.8260043698928936,0.8670444026276133,0.5416984529497922,1.4315746199971575,0,0,0,1,0,0,0,1.002053388090349,2025.0,3.0,2025-03-13
236,747,0.2812243653435807,0.9025630551490186,-1.6999152978852605,0.3951645715987639,0,1,0,1,0,0,0,-45.07597535934291,2071.0,4.0,2071-04-11
237,559,0.49499879750850095,1.443700172975128,-0.4896543525987296,0.6863461615340166,0,0,0,0,0,1,0,-29.634496919917865,2055.0,11.0,2055-11-01
242,21,1.6052466548811515,0.4303739098644592,0.07864209127494531,0.5930270213269304,1,0,0,0,0,0,1,14.55441478439425,2011.0,8.0,2011-08-24
244,867,0.38466360671370364,0.9631536976855325,-1.1737148868911167,1.0037145349253447,0,1,0,0,0,1,0,-54.93223819301848,2081.0,2.0,2081-02-17
245,529,0.3570798090150042,-0.6268283357726503,-0.42651030327943273,1.1768207510153745,0,1,0,1,0,0,0,0.0,,,
246,181,0.7363570273721206,0.07205338589852185,1.0994708886035844,0.5889499391000168,0,0,1,1,0,0,0,0.0,,,
248,899,1.3363046273188321,0.47007122738838264,0.9731827899649899,1.1063444345819615,0,0,1,0,0,0,1,-57.5605749486653,2083.0,10.0,2083-10-05
249,510,-0.7704079219193334,1.4280301792156849,0.12073812415447685,-0.2649459154070714,0,0,1,0,1,0,0,-25.609856262833677,2051.0,10.0,2051-10-23
250,437,1.7741974157856852,-0.3761084356215572,-0.7738025745355672,0.7634707828809595,1,0,0,1,0,0,0,-19.613963039014372,2045.0,10.0,2045-10-24
252,856,-0.5014658943570143,-0.8169575933872294,-0.7527545580958015,-0.6071751263417658,0,1,0,1,0,0,0,-54.02874743326489,2080.0,3.0,2080-03-24
253,202,0.6673975331253721,-0.5641483607348768,-0.38441427039990117,0.4651531692181707,1,0,0,0,0,1,0,-0.31211498973305957,2026.0,7.0,2026-07-06
254,73,0.050210059616973335,-0.035547237916321715,0.43645837075096344,1.0085155493171492,0,0,0,0,0,1,0,10.283367556468173,2015.0,12.0,2015-12-01
256,527,-1.5944738781679775,1.8532093432219139,-0.20550613066189236,-1.602379917091155,0,0,0,1,0,0,0,-27.006160164271048,2053.0,3.0,2053-03-16
257,840,-0.13253260013690987,-0.3332771193457451,-0.45808232793908116,0.6807171310018355,0,0,1,1,0,0,0,-52.714579055441476,2078.0,11.0,2078-11-30
259,590,-1.6358495747160267,-0.026145241660656102,-0.31074621286072074,-1.3344645058871685,0,1,0,0,0,1,0,-32.18069815195072,2058.0,5.0,2058-05-19
260,59,0.4294872779740901,0.45231190112768,0.867942707766161,0.14976867225077004,1,0,0,0,1,0,0,11.433264887063656,2014.0,10.0,2014-10-07
261,649,-0.14977247369859725,1.124032300282484,1.573051258498314,-0.3737552122640844,0,0,1,1,0,0,0,0.0,,,
262,857,-0.7738558966316708,1.3381888816615433,-0.8790426567343961,-0.3839423012503915,0,0,0,0,0,1,0,-54.110882956878854,2080.0,4.0,2080-04-23
264,309,0.6536056342760225,1.0185210089688992,0.49960242007026073,-0.17765029659459564,0,1,0,1,0,0,0,-9.100616016427105,2035.0,4.0,2035-04-20
266,418,0.2088168963844948,0.16502868220455233,-0.6159424512373242,0.43885004976935643,1,0,0,0,0,1,0,-18.053388090349078,2044.0,4.0,2044-04-02
267,670,1.2156255123870223,0.4554458998795688,-0.8895666649542793,0.38286572783153294,0,1,0,0,1,0,0,-38.75154004106776,2064.0,12.0,2064-12-13
269,755,-0.8945350115634806,0.41783791485690486,-0.63699046767709,-0.6848560294403955,1,0,0,1,0,0,0,-45.73305954825462,2071.0,12.0,2071-12-07
270,686,0.8260043698928936,1.125076966533114,-0.058170015583531964,1.1072963656875474,0,0,0,0,1,0,0,-40.06570841889117,2066.0,4.0,2066-04-07
271,225,-0.401474627699229,-0.30924979558126564,-1.2789549690899455,0.09652765299406722,0,1,0,0,0,0,0,-2.2012320328542097,2028.0,5.0,2028-05-26
272,413,-1.4979305862225296,0.36038127107227963,0.06811808305506266,-0.8067551854919174,0,0,0,0,1,0,0,-17.642710472279262,2043.0,11.0,2043-11-04
273,84,-0.4462982989596155,2.053785263342789,0.9100387406456926,-0.791484560706299,0,0,1,0,0,1,0,9.379876796714578,2016.0,10.0,2016-10-26
274,161,-0.9186708345498424,-1.8919191652850416,-0.5738464183577927,-0.10629595399336084,0,1,0,0,1,0,0,3.055441478439425,2023.0,2.0,2023-02-22
275,344,-0.43595437482260324,1.128210965285002,0.8468946913263953,-0.8599578399043147,0,0,0,0,0,1,0,-11.97535934291581,2038.0,3.0,2038-03-05
276,481,-0.04288525761613695,0.638262493739741,0.6469385351486207,0.10152202924056526,0,0,0,0,0,1,0,-23.227926078028748,2049.0,6.0,2049-06-05
277,80,-1.6358495747160267,0.7719797738203241,0.4048863460913145,-1.054202939850296,1,0,0,0,0,1,0,9.708418891170432,2016.0,6.0,2016-06-28
278,363,-0.025645384054449893,0.009373410860749132,2.1518717105918723,-0.4291071793273314,0,0,1,1,0,0,0,-13.535934291581109,2039.0,9.0,2039-09-26
279,382,-0.532497666768051,-0.6257836695220206,-1.1105708375718195,-0.7749524139694174,0,0,1,1,0,0,0,-15.096509240246407,2041.0,4.0,2041-04-18
280,822,1.5466310847714153,-0.035547237916321715,-0.016073982704000424,1.2579752454675126,0,0,1,0,0,1,0,-51.23613963039014,2077.0,6.0,2077-06-08
281,297,1.0190909537837896,0.8440617451137632,-2.0577315773612783,0.6556514039587343,0,0,1,1,0,0,0,-8.114989733059549,2034.0,4.0,2034-04-25
282,171,-0.8324714667414069,0.676915145013035,0.38383832965154874,-0.6578226389542894,0,1,0,0,0,0,1,2.2340862422997945,2023.0,12.0,2023-12-19
284,512,0.03641816076762363,-0.31865179183693126,-0.7738025745355672,-0.16335579651945858,0,0,0,1,0,0,0,-25.7741273100616,2051.0,12.0,2051-12-22
285,936,-0.43250640011026575,-1.6861199139110195,1.2468070036819445,-0.7647433199450399,0,0,0,1,0,0,0,-60.59958932238193,2086.0,10.0,2086-10-19
286,400,1.3673363997298695,-0.8023322658784156,-0.7632785663156846,1.6658052167568855,0,0,0,1,0,0,0,-16.57494866529774,2042.0,10.0,2042-10-10
287,638,0.16399322512410833,0.3269519510521338,0.4890784118503776,-0.1550197912996855,0,0,0,1,0,0,0,-36.12320328542094,2062.0,4.0,2062-04-28
288,687,-0.1601163978356093,-0.6017563457575408,-0.5843704265776758,-0.20667580451555628,0,0,1,1,0,0,0,-40.14784394250513,2066.0,5.0,2066-05-07
289,417,1.691446022689587,-0.05644056292891311,-2.0577315773612783,2.9521791420601415,0,0,1,1,0,0,0,-17.971252566735114,2044.0,3.0,2044-03-03
290,158,0.5777501906045992,2.236601857202961,0.23650221457318882,0.27331753408939813,1,0,0,0,0,0,1,3.3018480492813143,2022.0,11.0,2022-11-24
291,236,0.7432529767967957,1.5962214455670432,1.2783790283415932,-0.4978514230224906,1,0,0,0,0,1,0,-3.1047227926078027,2029.0,4.0,2029-04-21
292,152,0.44672715153577713,-1.8919191652850416,0.5943184940492064,-0.580618482332792,0,1,0,0,0,1,0,3.7946611909650922,2022.0,5.0,2022-05-28
293,163,1.2880329813461087,-1.5680726275898793,1.3625710941006564,1.6818100611786038,0,0,1,0,0,1,0,2.891170431211499,2023.0,4.0,2023-04-23
295,773,0.7432529767967957,-0.7668136133570107,0.34174229677201723,0.576848861861094,0,0,0,1,0,0,0,-47.21149897330596,2073.0,5.0,2073-05-30
297,65,0.9294436112630166,-0.49415572194269686,0.20493018991353995,1.3495435262429594,0,1,0,1,0,0,0,10.940451745379876,2015.0,4.0,2015-04-05
298,780,0.729461077947446,-0.8388955846504501,0.2785982474527204,-0.488676751453418,0,0,0,1,0,0,0,-47.7864476386037,2073.0,12.0,2073-12-26
299,505,-0.5842172874531125,-0.2935798018218225,1.341523077660891,-1.5200585414041592,1,0,0,1,0,0,0,-25.19917864476386,2051.0,5.0,2051-05-26
301,520,0.8639320917286053,1.8208246894523974,0.289122255672603,1.003813331865694,0,0,0,1,0,0,0,-26.431211498973305,2052.0,8.0,2052-08-18
302,814,0.29156828948059305,0.8210790875999131,0.41541035431119766,0.3120509240328779,0,0,0,1,0,0,0,-50.57905544147844,2076.0,10.0,2076-10-11
303,216,0.8742760158656178,1.1877569415708868,0.5837944858293234,-0.14075819642346474,0,1,0,1,0,0,0,-1.462012320328542,2027.0,8.0,2027-08-30
304,207,0.6225738618649856,-0.8493422471567454,-0.12131406490282928,0.5077232434227761,0,1,0,1,0,0,0,-0.7227926078028748,2026.0,12.0,2026-12-03
305,128,-0.49801791964467695,-0.9036648921894823,2.1518717105918723,-1.1773894886005072,0,1,0,1,0,0,0,5.765913757700205,2020.0,6.0,2020-06-07
306,53,-0.6118010851518118,0.4000785885962022,-0.9948067471531081,-0.8508653371289261,0,0,1,0,0,1,0,0.0,,,
307,786,1.2052815882500103,-1.639109932632689,0.7311306009076838,0.9148801845200709,0,0,0,0,1,0,0,-48.27926078028747,2074.0,6.0,2074-06-24
308,745,0.6225738618649856,-1.0843921535483954,0.5416984529497922,1.290058505436074,0,0,0,0,0,0,0,-44.91170431211499,2071.0,2.0,2071-02-10
309,901,0.4708629745221392,0.6121458374740021,0.46803039541061187,0.12086598640060811,0,1,0,1,0,0,0,-57.724845995893226,2083.0,12.0,2083-12-04
310,917,0.7156691790980962,-0.9391835447108872,0.7732266337872152,0.47171042868828655,0,0,0,0,1,0,0,-59.03901437371663,2085.0,3.0,2085-03-28
311,544,1.577662857182452,-0.5933990157525045,1.3836191105404216,1.6481963673366211,0,1,0,1,0,0,0,-28.40246406570842,2054.0,8.0,2054-08-08
312,797,0.04676208490463599,-0.44923507316562605,-0.6790865005566216,-0.49900446257036357,0,0,0,1,0,0,0,-49.18275154004107,2075.0,5.0,2075-05-20
313,831,-1.3013960276192966,0.6236371662309271,1.488859192739251,-1.0901875987511367,0,0,1,0,1,0,0,-51.97535934291581,2078.0,3.0,2078-03-05
314,444,-0.004957535780425183,-1.4709186662813307,-2.0577315773612783,0.5651001247388848,0,0,1,0,0,0,1,-20.188911704312115,2046.0,5.0,2046-05-22
315,756,2.8120378041992495,1.3193848891502113,0.07864209127494531,2.5316631213206593,0,0,0,1,0,0,0,-45.81519507186858,2072.0,1.0,2072-01-06
316,110,0.012282337781261874,1.883504664490171,-0.1844581142221266,0.4671393883216381,0,0,0,0,0,0,0,7.24435318275154,2018.0,12.0,2018-12-15
317,604,1.4914634893740164,-0.9506748734678122,-2.0577315773612783,1.6361676024960712,0,0,1,1,0,0,0,-33.3305954825462,2059.0,7.0,2059-07-13
318,279,0.16054525041177098,0.08458938090607698,0.19440618169365728,0.25024007974004375,0,1,0,0,0,1,0,-6.636550308008213,2032.0,11.0,2032-11-01
320,550,-0.5359456414803886,1.1658189503076668,0.04707006661529689,-0.5648359953245354,0,0,1,0,1,0,0,-28.895277207392198,2055.0,2.0,2055-02-04
322,100,-0.1532204484109346,0.2454679835030284,-0.11079005668294616,0.6437814736247514,0,1,0,1,0,0,0,8.06570841889117,2018.0,2.0,2018-02-18
324,36,-1.1738209632628118,1.5283181392761223,-0.9527107142735766,-0.2281975051061137,1,0,0,1,0,0,0,13.322381930184806,2012.0,11.0,2012-11-16
325,984,0.03986613547996128,0.7845157688278785,-0.56332241013791,-0.015105912800584117,0,0,1,0,0,1,0,-64.54209445585215,2090.0,9.0,2090-09-28
326,667,-0.173908296684959,-1.1596081235937232,-0.8369466238548645,-0.73477608706828,0,0,0,1,0,0,0,-38.50513347022587,2064.0,9.0,2064-09-14
327,818,1.008747029646777,-0.8671015734174481,-0.3528422457402523,0.904330424918221,0,0,0,0,0,1,0,-50.90759753593429,2077.0,2.0,2077-02-08
328,470,-0.5083618437816891,0.3488899423153546,-0.20550613066189236,-0.2707341135770439,1,0,0,1,0,0,0,-22.324435318275153,2048.0,7.0,2048-07-10
329,94,-0.24976374035638255,-0.06166389418206059,1.341523077660891,-0.08225952898341646,0,0,0,0,1,0,0,0.0,,,
330,332,-0.8393674161660818,1.1574616203026298,0.2785982474527204,-0.6196648765960437,0,0,1,0,1,0,0,-10.989733059548255,2037.0,3.0,2037-03-10
331,959,0.6777414572623844,0.9871810214500127,0.47855440363049495,1.1131178607860688,0,0,0,1,0,0,0,-62.48870636550308,2088.0,9.0,2088-09-08
333,156,-0.6497288069875236,0.9391263739210531,-0.14236208134259504,0.0884363103863182,1,0,0,0,1,0,0,3.46611909650924,2022.0,9.0,2022-09-25
334,624,1.481119565237004,-0.8138235946353406,-1.9103954622829182,1.2945410087775868,0,0,0,1,0,0,0,-34.97330595482546,2061.0,3.0,2061-03-04
335,501,1.0466747514824888,0.6967638037749962,-1.1105708375718195,0.4402049552156589,1,0,0,1,0,0,0,-24.870636550308006,2051.0,1.0,2051-01-26
336,636,-1.622057675866677,-0.538031704469138,0.5943184940492064,-1.4774145061976847,0,1,0,1,0,0,0,-35.95893223819302,2062.0,2.0,2062-02-27
337,847,0.38811158142604096,1.2065609340822188,1.2783790283415932,-0.4414381884766626,0,0,0,1,0,0,0,-53.28952772073922,2079.0,6.0,2079-06-28
339,748,-0.69455247824791,0.40739125235060913,0.5732704776094407,0.3485748593490199,0,1,0,0,1,0,0,-45.158110882956876,2071.0,5.0,2071-05-11
340,696,-0.23252386679469517,1.9096213207559098,0.2575502310129546,-0.6331760863810497,0,1,0,0,0,1,0,-40.8870636550308,2067.0,2.0,2067-02-01
341,795,-1.02900602534464,0.10652737216929774,-0.5948944347975584,-1.169599451121618,1,0,0,0,0,1,0,-49.01848049281314,2075.0,3.0,2075-03-21
342,422,1.905220454854507,1.0049403477107146,-1.4368150923881886,2.0390866039560698,0,1,0,1,0,0,0,-18.38193018480493,2044.0,7.0,2044-07-31
343,987,1.643174376716863,0.6413964924916298,-1.1947629033308824,1.0094586955150957,0,0,0,1,0,0,0,-64.78850102669405,2090.0,12.0,2090-12-27
344,504,0.6708455078377098,-0.11912053796668658,0.2785982474527204,-0.41336381255172333,0,0,0,1,0,0,0,-25.117043121149898,2051.0,4.0,2051-04-26
345,151,0.34673588487799184,-1.151250793588687,-0.7001345169963873,0.20304697120993265,0,0,0,0,0,1,0,0.0,,,
346,970,-1.3910433701400695,1.0686649889991182,0.7416546091275669,-1.7419178078471957,1,0,0,1,0,0,0,-63.39219712525667,2089.0,8.0,2089-08-04
347,771,0.8191084204682189,-0.0700212241870976,0.3733143214316661,0.993136593905265,0,1,0,0,0,0,1,-47.04722792607803,2073.0,3.0,2073-03-31
348,576,-1.6358495747160267,-0.15359452423746173,0.8784667159860441,-0.7895658388699333,0,0,0,1,0,0,0,-31.030800821355236,2057.0,3.0,2057-03-25
349,379,2.353457167458372,-0.7490542870963081,2.1518717105918723,1.3247965910389066,0,0,0,0,0,0,1,-14.850102669404517,2041.0,1.0,2041-01-18
350,764,-0.011853485205100189,-1.7895418727233452,-1.7104393061051433,0.32102740970928656,0,0,0,0,0,0,0,-46.47227926078029,2072.0,9.0,2072-09-02
351,807,0.31915208717929244,0.16293934970329363,-0.9000906731741619,0.7867925226092004,0,0,0,0,1,0,0,-50.0041067761807,2076.0,3.0,2076-03-15
352,265,-0.173908296684959,0.0605620571415968,-0.34231823752036966,-0.27387622318106714,0,0,1,0,0,1,0,-5.486652977412731,2031.0,9.0,2031-09-08
353,107,2.0396914686356666,0.5243938724211198,-0.5527984019180269,1.4787726051204806,0,0,1,0,0,1,0,7.490759753593429,2018.0,9.0,2018-09-16
354,414,1.4087120962779183,2.1457158933981892,0.5416984529497922,1.9149861657297265,0,1,0,1,0,0,0,-17.724845995893222,2043.0,12.0,2043-12-04
355,640,-1.2531243816465725,-1.2316900948871627,0.05759407483517954,-1.3190830409606098,0,0,0,1,0,0,0,-36.28747433264887,2062.0,6.0,2062-06-27
356,106,0.5053427216455133,-1.202439439869535,-0.28969819642095496,0.12904425672756,0,0,0,0,1,0,0,7.572895277207392,2018.0,8.0,2018-08-17
357,491,0.0812418320280104,-0.6926423095623122,0.7100825844679179,0.06381461341446303,0,0,0,0,1,0,0,-24.04928131416838,2050.0,4.0,2050-04-01
359,665,-0.6497288069875236,1.2389455878517353,0.289122255672603,-0.013655243089268462,0,0,0,0,1,0,0,-38.340862422997944,2064.0,7.0,2064-07-16
362,569,-1.6358495747160267,-1.7487998889487923,-0.63699046767709,-1.962852958865061,0,0,0,0,0,1,0,-30.455852156057496,2056.0,8.0,2056-08-27
363,514,-0.8497113403030941,-1.8919191652850416,0.983706798184873,-1.9952781518322893,0,0,1,0,1,0,0,-25.93839835728953,2052.0,2.0,2052-02-20
364,403,0.0950337308773598,1.1229876340318545,-2.0366835609215124,0.7446669804631496,0,0,1,0,0,0,1,-16.82135523613963,2043.0,1.0,2043-01-08
366,506,-1.6358495747160267,-0.5892203507499865,-1.0369027800326394,0.5118115033379782,0,0,0,1,0,0,0,-25.281314168377822,2051.0,6.0,2051-06-25
367,75,-1.6358495747160267,0.9245010464122393,1.2994270447813596,-0.5910042812169407,0,0,1,1,0,0,0,10.119096509240247,2016.0,1.0,2016-01-30
368,778,-0.1670123472602843,-0.15463919048809108,0.07864209127494531,-0.17994535198740175,0,0,0,0,0,1,0,-47.62217659137577,2073.0,10.0,2073-10-27
369,992,-1.6358495747160267,0.6716918137598867,-0.9842827389332249,-1.0627230632603915,0,0,1,0,1,0,0,-65.19917864476386,2091.0,5.0,2091-05-26
370,49,0.4432791768234398,1.4269855129650555,-0.07921803202329773,-0.11596957093786486,0,0,1,1,0,0,0,12.254620123203285,2013.0,12.0,2013-12-11
372,739,1.8121251376213967,0.8764463988832797,1.836151463995386,1.4874174773698459,1,0,0,1,0,0,0,-44.41889117043121,2070.0,8.0,2070-08-14
373,258,-0.6428328575628487,0.3217286197989856,-0.4370343114993154,-1.3068976634272835,0,0,0,1,0,0,0,-4.91170431211499,2031.0,2.0,2031-02-10
374,746,-0.6635207058368733,0.13264402843503661,-0.63699046767709,-1.2641749378805354,0,0,0,1,0,0,0,0.0,,,
375,639,-1.2462284322218977,2.039159935833975,0.34174229677201723,-0.5134691868658031,0,0,1,1,0,0,0,-36.205338809034906,2062.0,5.0,2062-05-28
376,111,-1.6358495747160267,-0.31551779308504246,1.173138946142765,-1.2876602376400048,0,0,0,1,0,0,0,7.162217659137577,2019.0,1.0,2019-01-14
378,222,-1.6358495747160267,0.20785999848036446,0.4890784118503776,-1.097714299131515,0,0,1,0,0,1,0,-1.9548254620123204,2028.0,2.0,2028-02-26
379,623,-1.6358495747160267,0.8440617451137632,0.8889907242059268,1.1182056298281793,0,0,1,0,0,1,0,0.0,,,
380,267,1.7776453904980227,-0.23194449303467835,-1.4262910841683056,0.8649781170858618,0,1,0,1,0,0,0,-5.650924024640657,2031.0,11.0,2031-11-07
382,711,-1.6358495747160267,1.04045900023212,-0.3949382786197838,1.0254643880036538,0,1,0,1,0,0,0,-42.119096509240244,2068.0,4.0,2068-04-26
383,378,0.2777763906312433,0.9704663614399395,-1.9419674869425667,0.5876483744124851,0,0,1,1,0,0,0,-14.767967145790555,2040.0,12.0,2040-12-19
384,102,-0.3463070323018302,-1.8919191652850416,0.9310867570854583,-0.07220436595428763,0,0,0,1,0,0,0,7.901437371663245,2018.0,4.0,2018-04-19
385,714,0.5018947469331759,0.7688457750684353,0.7837506420070984,0.5506615503675601,1,0,0,1,0,0,0,-42.365503080082135,2068.0,7.0,2068-07-25
386,493,0.16744119983644598,-0.705178304569867,1.8151034475556198,0.5112427017803665,1,0,0,0,1,0,0,-24.213552361396303,2050.0,5.0,2050-05-31
387,13,0.33983993545331714,2.0516959308415292,2.1518717105918723,0.9577527341618838,0,1,0,0,0,1,0,15.211498973305956,2010.0,12.0,2010-12-27
388,939,0.33983993545331714,1.0185210089688992,-0.005549974484117305,1.1310214538205026,0,0,1,1,0,0,0,-60.84599589322382,2087.0,1.0,2087-01-17
389,25,-0.4738820966583149,1.6891967418730738,0.7732266337872152,-0.9059057208247854,1,0,0,1,0,0,0,14.225872689938399,2011.0,12.0,2011-12-22
390,967,-0.6118010851518118,-0.32178579058882006,-1.0158547635928736,-1.1556790569709021,0,0,0,1,0,0,0,-63.14579055441479,2089.0,5.0,2089-05-06
391,602,-0.8669512138647811,1.3204295554008405,0.32069428033225145,0.37641131424521185,1,0,0,1,0,0,0,-33.16632443531827,2059.0,5.0,2059-05-14
392,824,-0.287691462192094,-0.7950196021240087,-2.0577315773612783,0.6670098074305395,0,1,0,1,0,0,0,-51.40041067761807,2077.0,8.0,2077-08-07
393,556,-0.3394110828771555,0.26740597476624917,-2.0577315773612783,0.24177482506283424,0,0,1,1,0,0,0,-29.388090349075977,2055.0,8.0,2055-08-03
394,922,-0.9738384299472413,0.6654238162561091,1.1626149379228814,-1.7060463762417237,1,0,0,0,1,0,0,-59.449691991786445,2085.0,8.0,2085-08-25
395,781,0.2708804412065686,-1.5847872875999522,-1.7841073636443237,-0.35421342707173503,0,0,1,0,1,0,0,-47.86858316221766,2074.0,1.0,2074-01-25
398,187,0.5777501906045992,-1.141848797333021,-1.8788234376232695,-1.6291705347743117,0,0,1,1,0,0,0,0.0,,,
399,612,0.02952221134294893,-1.7487998889487923,-1.1000468293519368,-0.5262112046412328,0,0,0,1,0,0,0,-33.987679671457904,2060.0,3.0,2060-03-09
400,508,-0.8048876690427075,0.8816697301364271,-0.5738464183577927,-0.5536571497923604,0,0,1,1,0,0,0,-25.44558521560575,2051.0,8.0,2051-08-24
401,440,0.02952221134294893,0.6518431549979254,0.8889907242059268,0.352235350673127,0,1,0,1,0,0,0,-19.860369609856264,2046.0,1.0,2046-01-22
402,601,0.87082804115328,-0.3071604630800062,0.46803039541061187,0.6701995832807474,0,0,0,0,0,1,0,-33.08418891170431,2059.0,4.0,2059-04-14
403,619,0.5846461400292742,-0.5610143619829885,-0.8579946402946304,0.9346126907430816,0,0,1,1,0,0,0,-34.562628336755644,2060.0,10.0,2060-10-05
405,538,-0.30837931046611855,-0.6727936508003505,1.9413915461942144,-1.4830383444578745,0,0,1,0,0,1,0,-27.90965092402464,2054.0,2.0,2054-02-09
406,244,0.984611206660415,-1.1763227836037962,-1.4473391006080714,0.4469621330617129,0,0,1,1,0,0,0,-3.761806981519507,2029.0,12.0,2029-12-17
407,887,0.6915333561117342,-0.9621662022247377,-0.4370343114993154,0.8220209833830648,0,0,1,0,0,1,0,-56.57494866529774,2082.0,10.0,2082-10-10
408,95,-0.3187232346031309,0.649753822496666,0.6785105598082696,-0.6629967989028689,0,1,0,0,0,1,0,8.476386036960985,2017.0,9.0,2017-09-21
409,23,0.15709727569943363,-0.14105852922990733,-0.14236208134259504,-0.10003307747359047,0,1,0,1,0,0,0,14.390143737166325,2011.0,10.0,2011-10-23
410,179,-0.18425222082197135,-1.149161461087428,0.7416546091275669,-0.7535371754337599,0,0,1,0,1,0,0,1.5770020533880904,2024.0,8.0,2024-08-15
411,471,-0.19804411967132107,1.1344789627887797,0.8363706831065126,-0.3339027624125226,0,1,0,0,1,0,0,-22.406570841889117,2048.0,8.0,2048-08-09
412,329,0.7329090526597833,-1.3800327024765597,1.0468508475041702,-0.2669663584383409,0,0,1,1,0,0,0,-10.743326488706366,2036.0,12.0,2036-12-10
413,43,-0.03254133347912459,1.0112083452144922,-0.20550613066189236,0.795442800804606,0,0,0,0,0,0,1,0.0,,,
415,978,-1.6358495747160267,0.8743570663820202,-1.2473829444302968,-2.2899356240087454,0,1,0,0,1,0,0,-64.04928131416838,2090.0,4.0,2090-04-01
416,798,0.7915246227695195,-0.9475408747159239,-1.4578631088279543,0.4314224861100358,0,1,0,0,0,1,0,-49.26488706365503,2075.0,6.0,2075-06-19
417,345,-0.39802665298689166,0.8764463988832797,0.1102141159345942,-0.8054735500813726,0,0,0,0,0,1,0,-12.057494866529774,2038.0,4.0,2038-04-04
418,517,0.6053339883032987,1.4645934979877195,-0.25812617176130653,0.47984013401949205,1,0,0,0,0,1,0,-26.184804928131417,2052.0,5.0,2052-05-20
421,609,-1.6358495747160267,0.2214406597385482,-2.0577315773612783,-0.8942262234647336,0,0,0,1,0,0,0,-33.74127310061601,2059.0,12.0,2059-12-10
425,149,0.6294698112896606,1.550256130539343,-0.34231823752036966,0.28331668134660737,0,0,0,0,0,1,0,4.041067761806982,2022.0,2.0,2022-02-27
426,439,-1.6358495747160267,0.39694458984431347,1.7309113817965567,-1.4994928440093915,0,0,1,0,1,0,0,-19.7782340862423,2045.0,12.0,2045-12-23
427,641,-0.26010766449339456,-0.09091454919968826,-1.6051992239063146,0.18679625779249887,0,0,0,0,0,0,1,-36.369609856262834,2062.0,7.0,2062-07-27
428,451,0.022626261918273924,0.2068153322297351,0.2575502310129546,-0.4555128665625953,0,0,0,1,0,0,0,0.0,,,
429,117,0.05365803432931099,2.3943464610480234,-0.5001783608186127,-0.07652705288513596,0,0,0,0,0,1,0,6.669404517453799,2019.0,7.0,2019-07-13
430,637,0.9397875354000286,-1.113642808566023,2.0150596037333948,1.8028082941544403,0,0,1,1,0,0,0,-36.04106776180698,2062.0,3.0,2062-03-29
431,45,-1.4427629908251307,-0.2967138005737105,0.4890784118503776,-1.7770069565486666,0,0,0,1,0,0,0,12.583162217659138,2013.0,8.0,2013-08-13
432,801,1.057018675619501,1.8699240032319864,0.5837944858293234,1.8792861999215233,1,0,0,1,0,0,0,-49.51129363449692,2075.0,9.0,2075-09-17
433,729,-0.4704341219459775,0.26740597476624917,0.20493018991353995,0.16151853157727272,0,1,0,0,0,0,1,0.0,,,
435,15,-1.6358495747160267,1.69755407187811,0.867942707766161,-2.121836004335161,0,0,1,0,1,0,0,15.047227926078028,2011.0,2.0,2011-02-25
436,946,-1.0186621012076278,-0.5025130519477331,-0.6264664594572074,-1.1535093136325527,1,0,0,1,0,0,0,-61.42094455852156,2087.0,8.0,2087-08-15
437,406,0.7329090526597833,-0.9067988909413711,0.07864209127494531,1.0586249004700514,0,0,1,1,0,0,0,-17.06776180698152,2043.0,4.0,2043-04-08
438,921,1.1983856388253356,-1.8919191652850416,-1.2052869115507654,1.0181610880285121,0,0,0,0,0,0,1,-59.36755646817249,2085.0,7.0,2085-07-26
439,86,-0.43250640011026575,0.33321994855591064,0.12073812415447685,-0.0027983857112375524,0,1,0,0,1,0,0,9.215605749486652,2016.0,12.0,2016-12-25
440,673,-0.2670036139180694,-0.5254957094615836,0.8468946913263953,-0.8592251019179441,0,1,0,1,0,0,0,-38.997946611909654,2065.0,3.0,2065-03-13
